DateTime,Product,Quantity,Unit_Price,Revenue
2024-05-09 08:49,Chocolate Muffin,9.0,2.4,21.6
2024-03-17 11:25,Brownie,12.0,2.27,27.24
2024-07-07 08:44,Croissant,11.0,2.76,30.36
2024-08-10 13:36,Baguette,13.0,2.93,38.09
2024-03-15 08:30,Croissant,9.0,2.71,24.39
2024-07-28 07:11,Cinnamon Roll,11.0,3.35,36.85
2024-08-10 10:57,Banana Bread,11.0,4.11,45.21
2024-05-04 10:52,Chocolate Muffin,9.0,2.52,22.68
2024-01-10 11:04,Sourdough Bread,11.0,5.27,57.97
2024-03-31 11:08,Croissant,9.0,2.7,24.3
2024-06-10 09:28,Chocolate Muffin,9.0,2.58,23.22
2024-05-10 12:54,Cinnamon Roll,14.0,3.21,44.94
2024-02-03 11:39,Brownie,9.0,2.16,19.44
2024-06-15 13:07,Sourdough Bread,8.0,5.25,42.0
2024-06-13 11:26,Chocolate Muffin,14.0,2.54,35.56
2024-05-10 10:09,Sourdough Bread,10.0,5.76,57.6
2024-05-24 11:30,Croissant,6.0,2.7,16.2
2024-05-11 11:19,Chocolate Muffin,10.0,2.53,25.3
2024-07-24 08:20,Cinnamon Roll,15.0,3.08,46.2
2024-10-23 11:55,Croissant,7.0,2.71,18.97
2024-08-22 09:41,Baguette,12.0,2.93,35.16
2024-05-20 11:02,Cinnamon Roll,11.0,3.21,35.31
2024-11-16 11:41,Croissant,10.0,2.71,27.1
2024-11-09 13:37,Croissant,8.0,2.67,21.36
2024-09-26 08:00,Carrot Cake Slice,14.0,4.57,63.98
2024-02-01 11:26,Cheesecake Slice,14.0,5.01,70.14
2024-04-05 08:49,Cinnamon Roll,12.0,3.08,36.96
2024-10-23 14:48,Croissant,8.0,2.84,22.72
2024-12-20 10:09,Chocolate Muffin,12.0,2.47,29.64
2024-07-24 09:21,Baguette,8.0,2.93,23.44
2024-04-29 12:49,Cinnamon Roll,10.0,3.09,30.9
2024-03-01 12:32,Almond Danish,11.0,3.56,39.16
2024-05-12 10:58,Cinnamon Roll,9.0,3.2,28.8
2024-12-09 15:14,Baguette,11.0,2.87,31.57
2024-07-30 10:51,Baguette,17.0,3.07,52.19
2024-07-21 09:34,Brownie,11.0,2.26,24.86
2024-01-27 11:10,Brownie,8.0,2.15,17.2
2024-05-14 09:54,Focaccia,9.0,4.3,38.7
2024-11-20 13:53,Brownie,12.0,2.29,27.48
2024-10-31 13:21,Blueberry Muffin,11.0,2.48,27.28
2024-01-24 09:55,Sourdough Bread,10.0,5.27,52.7
2024-12-13 10:14,Banana Bread,16.0,4.0,64.0
2024-09-28 14:47,Baguette,10.0,3.06,30.6
2024-12-13 09:14,Brownie,9.0,2.2,19.8
2024-06-12 10:12,Brownie,9.0,2.2,19.8
2024-01-31 11:25,Croissant,11.0,2.84,31.24
2024-03-17 11:53,Blueberry Muffin,11.0,2.57,28.27
2024-02-27 11:00,Croissant,11.0,2.91,32.01
2024-04-22 08:23,Cinnamon Roll,9.0,3.16,28.44
2024-04-25 12:20,Brownie,13.0,2.14,27.82
2024-03-31 09:41,Chocolate Muffin,11.0,2.53,27.83
2024-12-28 12:54,Chocolate Muffin,8.0,2.62,20.96
2024-07-28 12:46,Sourdough Bread,10.0,5.31,53.1
2024-04-21 12:18,Baguette,11.0,2.99,32.89
2024-11-16 10:04,Sourdough Bread,14.0,5.67,79.38
2024-10-29 08:53,Brownie,14.0,2.18,30.52
2024-03-09 09:20,Chocolate Muffin,8.0,2.44,19.52
2024-12-23 10:24,Chocolate Muffin,9.0,2.55,22.95
2024-04-04 11:16,Chocolate Muffin,9.0,2.55,22.95
2024-04-20 12:15,Cinnamon Roll,9.0,3.21,28.89
2024-05-19 07:06,Croissant,11.0,2.8,30.8
2024-10-12 11:53,Cinnamon Roll,15.0,3.15,47.25
2024-05-27 10:02,Croissant,11.0,2.89,31.79
2024-03-16 15:48,Brownie,10.0,2.3,23.0
2024-07-22 14:21,Cinnamon Roll,12.0,3.29,39.48
2024-06-29 09:41,Banana Bread,17.0,4.02,68.34
2024-12-28 10:55,Cinnamon Roll,8.0,3.2,25.6
2024-10-06 11:46,Croissant,11.0,2.94,32.34
2024-02-10 07:03,Baguette,11.0,2.96,32.56
2024-08-17 10:02,Cinnamon Roll,11.0,3.04,33.44
2024-11-26 10:22,Chocolate Muffin,10.0,2.62,26.2
2024-11-13 14:16,Chocolate Muffin,9.0,2.45,22.05
2024-01-07 08:29,Carrot Cake Slice,17.0,4.42,75.14
2024-01-07 13:56,Almond Danish,11.0,3.52,38.72
2024-10-14 12:05,Brownie,7.0,2.17,15.19
2024-08-24 08:38,Croissant,11.0,2.66,29.26
2024-05-18 13:18,Cinnamon Roll,9.0,3.06,27.54
2024-02-07 10:05,Brownie,13.0,2.23,28.99
2024-12-21 13:23,Croissant,9.0,2.93,26.37
2024-06-03 13:02,Carrot Cake Slice,12.0,4.47,53.64
2024-02-04 13:57,Blueberry Muffin,14.0,2.56,35.84
2024-03-08 09:08,Chocolate Muffin,11.0,2.44,26.84
2024-05-06 11:24,Cinnamon Roll,10.0,3.35,33.5
2024-10-05 11:47,Croissant,10.0,2.8,28.0
2024-12-13 09:19,Carrot Cake Slice,15.0,4.68,70.2
2024-06-05 13:14,Baguette,10.0,3.13,31.3
2024-09-30 12:47,Chocolate Muffin,12.0,2.59,31.08
2024-12-26 11:30,Croissant,12.0,2.71,32.52
2024-03-06 14:48,Blueberry Muffin,-1.0,2.46,-2.46
2024-10-05 10:31,Almond Danish,13.0,3.67,47.71
2024-03-14 07:09,Baguette,10.0,2.89,28.9
2024-12-21 07:11,Sourdough Bread,14.0,5.23,73.22
2024-05-25 12:57,Focaccia,17.0,4.41,74.97
2024-05-17 11:22,Baguette,13.0,2.94,38.22
2024-11-29 12:24,Cinnamon Roll,10.0,3.22,32.2
2024-03-23 08:09,Blueberry Muffin,10.0,2.46,24.6
2024-03-03 10:24,Brownie,13.0,2.22,28.86
2024-02-24 09:47,Cinnamon Roll,16.0,3.15,50.4
2024-02-14 08:27,Brownie,10.0,2.09,20.9
2024-08-27 13:24,Baguette,21.0,3.07,64.47
2024-11-05 11:33,Croissant,10.0,2.8,28.0
2024-11-13 13:24,Chocolate Muffin,9.0,2.46,22.14
2024-09-13 09:40,Sourdough Bread,12.0,5.6,67.2
2024-01-24 08:42,Blueberry Muffin,11.0,2.46,27.06
2024-05-29 12:53,Chocolate Muffin,12.0,2.38,28.56
2024-11-19 11:47,Sourdough Bread,14.0,5.57,77.98
2024-04-11 11:19,Chocolate Muffin,10.0,2.51,25.1
2024-03-27 14:09,Sourdough Bread,9.0,5.42,48.78
2024-10-26 08:04,Croissant,10.0,2.73,27.3
2024-12-12 12:34,Cinnamon Roll,10.0,3.16,31.6
2024-10-17 10:29,Carrot Cake Slice,18.0,4.33,77.94
2024-02-14 10:36,Cinnamon Roll,7.0,3.23,22.61
2024-05-25 08:42,Croissant,8.0,2.89,23.12
2024-11-22 12:20,Brownie,15.0,2.16,32.4
2024-04-12 14:28,Banana Bread,10.0,3.95,39.5
2024-03-31 12:48,Cheesecake Slice,15.0,5.17,77.55
2024-07-11 08:34,Chocolate Muffin,12.0,2.42,29.04
2024-08-14 16:57,Banana Bread,15.0,3.85,57.75
2024-11-13 10:26,Chocolate Muffin,8.0,2.61,20.88
2024-10-23 10:56,Sourdough Bread,8.0,5.61,44.88
2024-10-30 10:32,Sourdough Bread,7.0,5.5,38.5
2024-11-10 12:53,Carrot Cake Slice,13.0,4.37,56.81
2024-03-02 09:13,Croissant,11.0,2.8,30.8
2024-11-20 07:43,Chocolate Muffin,10.0,2.41,24.1
2024-05-23 13:03,Chocolate Muffin,8.0,2.4,19.2
2024-10-28 10:14,Brownie,10.0,2.22,22.2
2024-01-05 13:56,Focaccia,9.0,4.09,36.81
2024-09-13 09:44,Cinnamon Roll,7.0,3.3,23.1
2024-09-13 09:56,Chocolate Muffin,13.0,2.53,32.89
2024-08-30 11:20,Blueberry Muffin,6.0,2.52,15.12
2024-12-17 11:41,Almond Danish,11.0,3.37,37.07
2024-04-22 12:54,Chocolate Muffin,12.0,2.41,28.92
2024-11-24 11:38,Carrot Cake Slice,10.0,4.32,43.2
2024-09-07 12:50,Cheesecake Slice,7.0,5.13,35.91
2024-05-24 10:02,Sourdough Bread,7.0,5.62,39.34
2024-12-29 14:59,Cinnamon Roll,9.0,3.07,27.63
2024-07-21 10:24,Banana Bread,12.0,3.94,47.28
2024-11-29 13:57,Croissant,13.0,2.72,35.36
2024-10-24 12:37,Chocolate Muffin,10.0,2.57,25.7
2024-06-11 11:58,Baguette,16.0,3.03,48.48
2024-01-13 10:20,Croissant,8.0,2.87,22.96
2024-12-22 11:17,Sourdough Bread,11.0,5.39,59.29
2024-02-28 13:20,Sourdough Bread,8.0,5.37,42.96
2024-07-16 11:49,Banana Bread,8.0,3.93,31.44
2024-06-11 11:47,Croissant,9.0,2.92,26.28
2024-08-15 09:04,Brownie,17.0,2.11,35.87
2024-05-12 10:08,Cheesecake Slice,11.0,4.97,54.67
2024-06-24 09:42,Blueberry Muffin,14.0,2.38,33.32
2024-08-02 10:01,Blueberry Muffin,9.0,2.44,21.96
2024-03-21 09:29,Cinnamon Roll,9.0,3.1,27.9
2024-06-26 09:56,Blueberry Muffin,8.0,2.62,20.96
2024-03-14 12:05,Sourdough Bread,15.0,5.57,83.55
2024-06-09 08:11,Blueberry Muffin,13.0,2.55,33.15
2024-06-22 08:52,Carrot Cake Slice,11.0,4.53,49.83
2024-07-18 12:01,Focaccia,11.0,4.35,47.85
2024-05-24 11:36,Almond Danish,8.0,3.39,27.12
2024-02-23 10:20,Blueberry Muffin,17.0,2.44,41.48
2024-09-28 08:10,Chocolate Muffin,11.0,2.42,26.62
2024-09-11 10:37,Cinnamon Roll,10.0,3.33,33.3
2024-09-23 13:31,Sourdough Bread,12.0,5.77,69.24
2024-04-03 09:37,Brownie,13.0,2.12,27.56
2024-03-29 12:07,Carrot Cake Slice,16.0,4.38,70.08
2024-08-11 08:26,Baguette,10.0,3.11,31.1
2024-10-25 09:27,Brownie,10.0,2.15,21.5
2024-06-14 13:37,Brownie,11.0,2.14,23.54
2024-05-22 10:08,Croissant,9.0,2.73,24.57
2024-05-23 09:27,Baguette,13.0,3.06,39.78
2024-05-07 14:33,Banana Bread,14.0,3.82,53.48
2024-05-07 14:16,Cinnamon Roll,12.0,3.19,38.28
2024-01-26 15:41,Sourdough Bread,12.0,5.3,63.6
2024-11-09 12:01,Carrot Cake Slice,9.0,4.42,39.78
2024-04-11 09:52,Chocolate Muffin,9.0,2.49,22.41
2024-11-11 08:15,Chocolate Muffin,13.0,2.59,33.67
2024-11-18 09:32,Focaccia,11.0,4.2,46.2
2024-06-15 13:31,Croissant,11.0,2.78,30.58
2024-06-02 07:24,Brownie,11.0,2.18,23.98
2024-06-21 07:00,Sourdough Bread,11.0,5.67,62.37
2024-01-12 10:36,Croissant,13.0,2.71,35.23
2024-05-05 12:53,Banana Bread,13.0,4.1,53.3
2024-02-28 11:46,Cinnamon Roll,16.0,3.25,52.0
2024-05-17 07:15,Blueberry Muffin,12.0,2.48,29.76
2024-02-23 10:06,Cheesecake Slice,14.0,5.02,70.28
2024-07-15 09:15,Brownie,14.0,2.23,31.22
2024-07-10 08:45,Cinnamon Roll,8.0,3.3,26.4
2024-10-26 12:06,Almond Danish,8.0,3.62,28.96
2024-06-01 12:49,Sourdough Bread,11.0,5.28,58.08
2024-10-19 12:53,Chocolate Muffin,11.0,2.46,27.06
2024-04-13 12:35,Brownie,11.0,2.3,25.3
2024-09-24 09:03,Almond Danish,16.0,3.51,56.16
2024-12-22 07:09,Blueberry Muffin,14.0,2.39,33.46
2024-12-07 13:08,Croissant,13.0,2.85,37.05
2024-01-12 11:09,Sourdough Bread,10.0,5.76,57.6
2024-03-29 12:26,Chocolate Muffin,12.0,2.44,29.28
2024-09-02 08:26,Cinnamon Roll,12.0,3.12,37.44
2024-07-23 13:58,Chocolate Muffin,15.0,2.44,36.6
2024-05-27 10:08,Chocolate Muffin,12.0,2.54,30.48
2024-01-31 10:43,Sourdough Bread,11.0,5.76,63.36
2024-07-20 09:52,Cinnamon Roll,6.0,3.11,18.66
2024-05-30 11:10,Banana Bread,19.0,3.87,73.53
2024-05-18 14:41,Sourdough Bread,10.0,5.56,55.6
2024-05-11 15:23,Sourdough Bread,6.0,5.64,33.84
2024-06-05 16:29,Croissant,12.0,2.67,32.04
2024-05-11 15:56,Croissant,10.0,2.81,28.1
2024-04-13 10:05,Blueberry Muffin,10.0,2.43,24.3
2024-11-18 09:34,Brownie,7.0,2.28,15.96
2024-11-17 12:16,Brownie,12.0,2.15,25.8
2024-01-28 10:34,Croissant,9.0,2.83,25.47
2024-11-20 11:20,Almond Danish,10.0,3.33,33.3
2024-02-24 08:26,Croissant,8.0,2.86,22.88
2024-08-03 11:11,Croissant,11.0,2.93,32.23
2024-07-13 07:07,Sourdough Bread,12.0,5.69,68.28
2024-11-25 12:03,Croissant,12.0,2.91,34.92
2024-10-05 14:09,Blueberry Muffin,13.0,2.62,34.06
2024-08-12 10:51,Croissant,12.0,2.67,32.04
2024-10-15 14:05,Brownie,13.0,2.24,29.12
2024-06-04 15:42,Banana Bread,15.0,4.09,61.35
2024-02-25 11:49,Blueberry Muffin,10.0,2.5,25.0
2024-07-10 13:37,Banana Bread,13.0,3.94,51.22
2024-11-10 10:30,Baguette,9.0,3.14,28.26
2024-06-16 10:57,Cinnamon Roll,10.0,3.17,31.7
2024-05-04 10:37,Brownie,9.0,2.15,19.35
2024-06-29 09:39,Carrot Cake Slice,14.0,4.58,64.12
2024-07-11 08:47,Brownie,13.0,2.23,28.99
2024-08-09 08:55,Cinnamon Roll,10.0,3.15,31.5
2024-10-15 09:58,Chocolate Muffin,9.0,2.55,22.95
2024-12-01 08:33,Focaccia,8.0,4.13,33.04
2024-12-08 10:04,Sourdough Bread,9.0,5.48,49.32
2024-12-05 10:44,Baguette,9.0,3.09,27.81
2024-02-17 13:01,Cinnamon Roll,13.0,3.09,40.17
2024-12-28 09:21,Blueberry Muffin,13.0,2.58,33.54
2024-10-07 07:10,Almond Danish,10.0,3.48,34.8
2024-12-06 08:52,Baguette,11.0,2.94,32.34
2024-05-01 13:09,Blueberry Muffin,11.0,2.53,27.83
2024-10-13 08:46,Croissant,12.0,2.87,34.44
2024-08-30 10:34,Cinnamon Roll,14.0,3.23,45.22
2024-05-10 09:07,Croissant,9.0,2.71,24.39
2024-04-01 12:59,Cinnamon Roll,11.0,3.28,36.08
2024-11-16 11:27,Almond Danish,12.0,3.54,42.48
2024-08-15 11:21,Focaccia,14.0,4.35,60.9
2024-12-01 15:16,Croissant,10.0,2.91,29.1
2024-07-06 09:15,Brownie,13.0,2.16,28.08
2024-09-07 09:59,Brownie,8.0,2.11,16.88
2024-03-05 08:16,Banana Bread,15.0,3.95,59.25
2024-08-18 14:56,Baguette,14.0,3.1,43.4
2024-04-28 13:28,Banana Bread,14.0,4.15,58.1
2024-09-27 11:55,Chocolate Muffin,11.0,2.55,28.05
2024-02-11 09:36,Chocolate Muffin,11.0,2.52,27.72
2024-12-24 12:13,Chocolate Muffin,12.0,2.58,30.96
2024-08-09 08:15,Blueberry Muffin,8.0,2.58,20.64
2024-02-18 11:15,Sourdough Bread,7.0,5.4,37.8
2024-02-07 10:34,Cinnamon Roll,16.0,3.15,50.4
2024-07-27 11:54,Chocolate Muffin,11.0,2.43,26.73
2024-03-14 09:09,Carrot Cake Slice,14.0,4.39,61.46
2024-04-18 09:12,Baguette,10.0,2.93,29.3
2024-02-13 11:51,Baguette,18.0,3.04,54.72
2024-08-26 09:05,Croissant,9.0,2.67,24.03
2024-06-25 11:36,Banana Bread,15.0,3.99,59.85
2024-10-07 11:30,Banana Bread,19.0,4.13,78.47
2024-08-08 15:17,Cinnamon Roll,8.0,3.21,25.68
2024-08-01 11:20,Croissant,9.0,2.72,24.48
2024-03-22 12:30,Croissant,12.0,2.67,32.04
2024-09-21 10:49,Baguette,9.0,3.13,28.17
2024-11-30 10:09,Croissant,9.0,2.66,23.94
2024-10-23 10:45,Brownie,9.0,2.2,19.8
2024-06-09 13:45,Brownie,13.0,2.22,28.86
2024-08-18 12:16,Cinnamon Roll,11.0,3.23,35.53
2024-12-26 08:57,Sourdough Bread,8.0,5.53,44.24
2024-12-09 11:13,Baguette,16.0,2.98,47.68
2024-06-27 10:24,Brownie,12.0,2.31,27.72
2024-08-19 09:41,Croissant,5.0,2.77,13.85
2024-02-11 10:50,Croissant,8.0,2.75,22.0
2024-12-21 10:09,Brownie,10.0,2.1,21.0
2024-10-04 10:07,Almond Danish,14.0,3.58,50.12
2024-05-25 09:59,Cheesecake Slice,10.0,4.87,48.7
2024-03-23 08:01,Carrot Cake Slice,12.0,4.51,54.12
2024-07-24 11:26,Cinnamon Roll,10.0,3.13,31.3
2024-04-15 10:32,Carrot Cake Slice,11.0,4.48,49.28
2024-01-01 11:21,Cinnamon Roll,12.0,3.18,38.16
2024-11-09 12:48,Chocolate Muffin,12.0,2.44,29.28
2024-05-04 13:43,Croissant,10.0,2.93,29.3
2024-04-25 08:54,Cinnamon Roll,9.0,3.36,30.24
2024-06-20 11:41,Baguette,14.0,2.97,41.58
2024-01-05 09:16,Banana Bread,21.0,4.06,85.26
2024-04-01 11:31,Baguette,8.0,3.06,24.48
2024-01-18 13:27,Blueberry Muffin,12.0,2.43,29.16
2024-10-27 08:38,Cheesecake Slice,10.0,5.11,51.1
2024-11-08 09:21,Blueberry Muffin,13.0,2.56,33.28
2024-08-08 14:46,Focaccia,10.0,4.4,44.0
2024-11-17 11:39,Blueberry Muffin,8.0,2.61,20.88
2024-04-13 10:33,Croissant,7.0,2.74,19.18
2024-09-06 09:06,Cheesecake Slice,15.0,5.2,78.0
2024-06-03 08:26,Cheesecake Slice,8.0,4.93,39.44
2024-06-26 10:24,Cheesecake Slice,11.0,4.95,54.45
2024-02-08 11:18,Cheesecake Slice,10.0,5.21,52.1
2024-02-10 09:18,Baguette,12.0,3.05,36.6
2024-10-02 16:52,Sourdough Bread,8.0,5.41,43.28
2024-12-26 11:55,Cinnamon Roll,11.0,3.16,34.76
2024-04-13 11:32,Carrot Cake Slice,13.0,4.5,58.5
2024-12-02 08:42,Croissant,12.0,2.73,32.76
2024-12-15 14:24,Sourdough Bread,10.0,5.46,54.6
2024-11-23 15:24,Croissant,10.0,2.86,28.6
2024-05-30 08:51,Chocolate Muffin,9.0,2.48,22.32
2024-09-05 14:03,Focaccia,13.0,4.01,52.13
2024-01-24 10:59,Chocolate Muffin,12.0,2.38,28.56
2024-12-24 09:48,Sourdough Bread,7.0,5.41,37.87
2024-12-13 10:01,Brownie,9.0,2.14,19.26
2024-11-29 07:29,Sourdough Bread,12.0,5.31,63.72
2024-03-26 11:50,Sourdough Bread,11.0,5.68,62.48
2024-01-01 07:05,Croissant,12.0,2.9,34.8
2024-08-02 08:42,Croissant,9.0,2.75,24.75
2024-01-17 09:08,Almond Danish,13.0,3.54,46.02
2024-10-07 09:11,Brownie,8.0,2.29,18.32
2024-11-10 11:03,Croissant,11.0,2.93,32.23
2024-10-06 09:30,Cinnamon Roll,12.0,3.05,36.6
2024-10-20 09:02,Croissant,11.0,2.87,31.57
2024-04-22 09:16,Chocolate Muffin,14.0,2.57,35.98
2024-03-07 12:04,Chocolate Muffin,11.0,2.59,28.49
2024-01-12 12:24,Croissant,9.0,2.76,24.84
2024-12-23 10:33,Cinnamon Roll,9.0,3.32,29.88
2024-01-19 08:30,Sourdough Bread,11.0,5.34,58.74
2024-11-13 10:46,Sourdough Bread,10.0,5.28,52.8
2024-12-21 10:18,Banana Bread,12.0,3.89,46.68
2024-09-22 07:36,Chocolate Muffin,10.0,2.43,24.3
2024-04-24 13:34,Carrot Cake Slice,15.0,4.7,70.5
2024-02-13 08:15,Sourdough Bread,10.0,5.7,57.0
2024-04-20 08:24,Cinnamon Roll,13.0,3.31,43.03
2024-05-02 10:03,Brownie,8.0,2.13,17.04
2024-10-08 15:08,Baguette,12.0,3.11,37.32
2024-01-05 08:20,Chocolate Muffin,11.0,2.46,27.06
2024-08-08 10:52,Almond Danish,21.0,3.51,73.71
2024-05-29 12:37,Brownie,15.0,2.26,33.9
2024-08-22 12:01,Chocolate Muffin,6.0,2.54,15.24
2024-05-04 10:40,Blueberry Muffin,11.0,2.55,28.05
2024-06-24 08:32,Banana Bread,16.0,3.8,60.8
2024-01-12 11:42,Cinnamon Roll,12.0,3.3,39.6
2024-02-18 10:18,Baguette,9.0,2.87,25.83
2024-10-14 10:39,Brownie,10.0,2.3,23.0
2024-06-16 12:14,Baguette,11.0,3.13,34.43
2024-10-09 07:18,Baguette,12.0,3.13,37.56
2024-05-10 09:34,Chocolate Muffin,12.0,2.45,29.4
2024-05-18 10:56,Sourdough Bread,12.0,5.72,68.64
2024-10-06 08:36,Croissant,8.0,2.91,23.28
2024-08-09 09:37,Croissant,13.0,2.92,37.96
2024-05-21 08:55,Blueberry Muffin,10.0,2.49,24.9
2024-10-24 09:58,Brownie,10.0,2.12,21.2
2024-01-17 13:33,Brownie,13.0,2.2,28.6
2024-09-08 11:36,Sourdough Bread,11.0,5.61,61.71
2024-07-04 10:25,Sourdough Bread,14.0,5.55,77.7
2024-08-29 09:47,Brownie,13.0,2.31,30.03
2024-12-07 08:06,Sourdough Bread,9.0,5.66,50.94
2024-05-17 09:53,Brownie,12.0,2.19,26.28
2024-12-12 08:58,Sourdough Bread,12.0,5.59,67.08
2024-01-28 09:03,Baguette,11.0,2.93,32.23
2024-09-08 10:26,Croissant,10.0,2.68,26.8
2024-01-17 08:42,Cinnamon Roll,10.0,3.33,33.3
2024-07-19 08:44,Cinnamon Roll,12.0,3.26,39.12
2024-11-11 10:43,Baguette,-1.0,3.06,-3.06
2024-12-07 11:10,Cheesecake Slice,11.0,5.16,56.76
2024-11-01 08:03,Cinnamon Roll,10.0,3.19,31.9
2024-04-25 11:44,Baguette,12.0,2.93,35.16
2024-03-31 11:31,Croissant,11.0,2.69,29.59
2024-09-17 15:06,Carrot Cake Slice,8.0,4.35,34.8
2024-12-23 08:41,Carrot Cake Slice,19.0,4.35,82.65
2024-09-22 12:49,Baguette,13.0,2.98,38.74
2024-07-26 08:03,Cinnamon Roll,14.0,3.08,43.12
2024-05-06 14:22,Brownie,7.0,2.28,15.96
2024-05-26 09:05,Almond Danish,13.0,3.5,45.5
2024-12-13 09:36,Croissant,10.0,2.72,27.2
2024-06-21 13:59,Banana Bread,13.0,3.83,49.79
2024-08-15 08:14,Baguette,11.0,2.89,31.79
2024-06-28 12:55,Almond Danish,14.0,3.54,49.56
2024-09-07 09:23,Croissant,15.0,2.75,41.25
2024-10-13 09:28,Banana Bread,-1.0,3.97,-3.97
2024-02-13 10:28,Croissant,10.0,2.8,28.0
2024-11-10 09:22,Brownie,12.0,2.09,25.08
2024-02-24 10:33,Croissant,9.0,2.78,25.02
2024-09-21 09:13,Chocolate Muffin,12.0,2.45,29.4
2024-09-20 12:15,Sourdough Bread,11.0,5.37,59.07
2024-11-08 09:46,Chocolate Muffin,11.0,2.58,28.38
2024-06-22 10:00,Sourdough Bread,6.0,5.35,32.1
2024-03-21 07:04,Croissant,11.0,2.74,30.14
2024-12-15 09:55,Blueberry Muffin,9.0,2.49,22.41
2024-04-12 11:22,Sourdough Bread,14.0,5.42,75.88
2024-09-28 08:52,Brownie,12.0,2.22,26.64
2024-12-11 10:48,Chocolate Muffin,12.0,2.53,30.36
2024-10-14 10:47,Sourdough Bread,12.0,5.57,66.84
2024-03-31 10:57,Brownie,13.0,2.13,27.69
2024-01-26 08:42,Cinnamon Roll,12.0,3.08,36.96
2024-04-18 08:02,Croissant,10.0,2.7,27.0
2024-05-06 08:17,Brownie,9.0,2.22,19.98
2024-06-21 13:15,Croissant,10.0,2.7,27.0
2024-10-09 12:23,Sourdough Bread,8.0,5.44,43.52
2024-07-13 11:43,Carrot Cake Slice,10.0,4.45,44.5
2024-01-06 09:50,Banana Bread,13.0,3.94,51.22
2024-01-19 07:05,Cinnamon Roll,13.0,3.2,41.6
2024-10-31 08:52,Brownie,11.0,2.14,23.54
2024-09-04 09:53,Chocolate Muffin,9.0,2.46,22.14
2024-12-07 14:20,Blueberry Muffin,11.0,2.46,27.06
2024-01-31 12:19,Focaccia,9.0,4.31,38.79
2024-06-08 08:46,Croissant,13.0,2.72,35.36
2024-01-13 08:12,Banana Bread,12.0,4.04,48.48
2024-04-22 08:05,Blueberry Muffin,9.0,2.5,22.5
2024-12-30 09:20,Cinnamon Roll,9.0,3.25,29.25
2024-11-27 09:49,Blueberry Muffin,14.0,2.4,33.6
2024-01-20 08:20,Sourdough Bread,11.0,5.57,61.27
2024-12-04 08:02,Cinnamon Roll,9.0,3.09,27.81
2024-02-22 09:47,Croissant,10.0,2.74,27.4
2024-03-02 12:14,Cheesecake Slice,8.0,5.2,41.6
2024-08-25 10:24,Blueberry Muffin,12.0,2.46,29.52
2024-11-02 10:24,Brownie,13.0,2.2,28.6
2024-01-11 08:47,Blueberry Muffin,10.0,2.59,25.9
2024-02-09 08:29,Chocolate Muffin,14.0,2.42,33.88
2024-01-29 08:08,Brownie,10.0,2.11,21.1
2024-11-09 08:54,Almond Danish,10.0,3.63,36.3
2024-12-01 16:30,Almond Danish,12.0,3.38,40.56
2024-08-03 08:57,Croissant,12.0,2.88,34.56
2024-08-10 08:00,Chocolate Muffin,8.0,2.52,20.16
2024-10-25 16:58,Croissant,9.0,2.88,25.92
2024-01-23 09:30,Chocolate Muffin,11.0,2.57,28.27
2024-05-31 08:56,Chocolate Muffin,10.0,2.48,24.8
2024-05-15 12:35,Sourdough Bread,12.0,5.47,65.64
2024-05-28 10:11,Croissant,13.0,2.85,37.05
2024-09-28 13:25,Carrot Cake Slice,10.0,4.66,46.6
2024-07-10 11:50,Carrot Cake Slice,10.0,4.58,45.8
2024-06-09 10:11,Cinnamon Roll,11.0,3.24,35.64
2024-03-05 11:05,Chocolate Muffin,18.0,2.53,45.54
2024-05-18 10:37,Banana Bread,8.0,4.09,32.72
2024-03-23 08:23,Baguette,13.0,2.98,38.74
2024-03-18 09:11,Cinnamon Roll,14.0,3.18,44.52
2024-01-05 15:59,Sourdough Bread,10.0,5.32,53.2
2024-03-12 11:30,Banana Bread,17.0,4.15,70.55
2024-02-01 09:48,Focaccia,8.0,4.21,33.68
2024-04-25 08:16,Croissant,11.0,2.86,31.46
2024-11-16 11:39,Cinnamon Roll,10.0,3.17,31.7
2024-04-16 09:33,Brownie,15.0,2.15,32.25
2024-12-24 09:29,Cinnamon Roll,10.0,3.33,33.3
2024-12-04 10:17,Croissant,8.0,2.74,21.92
2024-09-08 10:25,Baguette,13.0,2.94,38.22
2024-12-16 09:43,Croissant,12.0,2.81,33.72
2024-10-21 08:18,Croissant,13.0,2.91,37.83
2024-12-09 08:55,Croissant,6.0,2.71,16.26
2024-09-06 08:20,Cinnamon Roll,13.0,3.35,43.55
2024-11-28 08:46,Blueberry Muffin,12.0,2.51,30.12
2024-07-10 09:38,Cheesecake Slice,8.0,5.01,40.08
2024-01-14 09:43,Croissant,8.0,2.74,21.92
2024-09-21 11:38,Brownie,10.0,2.25,22.5
2024-07-27 09:01,Croissant,12.0,2.92,35.04
2024-02-11 07:34,Brownie,10.0,2.17,21.7
2024-09-28 09:54,Almond Danish,12.0,3.39,40.68
2024-01-19 07:47,Chocolate Muffin,10.0,2.42,24.2
2024-11-10 11:15,Croissant,10.0,2.67,26.7
2024-11-26 08:11,Almond Danish,9.0,3.44,30.96
2024-12-20 13:31,Sourdough Bread,12.0,5.32,63.84
2024-01-13 10:42,Croissant,10.0,2.76,27.6
2024-02-17 09:03,Brownie,10.0,2.21,22.1
